Participant,Corpus,Condition,Trail,Target_Sentence,ASR_Sentence,WER,MER,WIL
Participant14,Corpus5,D2,18,"""Hey Google, sing a song.""",Google profile,0.8,0.8,0.9
Participant14,Corpus5,D2,19,"""Hey Google, call the nearest coffee shop.""",hey Google find the nearest coffee shop,0.14285714285714285,0.14285714285714285,0.26530612244897966
Participant14,Corpus5,D2,20,"""Hey Google, pause the music.""",Google Music,0.6,0.6,0.6
Participant14,Corpus6,A2,1,"""Hey Google, open the blinds.""",Hey Google open the blinds,0.0,0.0,0.0
Participant14,Corpus6,A2,2,"""Hey Google, play some music from Spotify.""",hey Google play some music from Spotify,0.0,0.0,0.0
Participant14,Corpus6,A2,3,"""Hey Google, add apples to my shopping list.""",hey Google add apples to my shopping list,0.0,0.0,0.0
Participant14,Corpus6,A2,4,"""Hey Google, what does my day look like?""",hey Google what does my day look like,0.0,0.0,0.0
Participant14,Corpus6,A2,5,"""Hey Google, cancel the alarm for 7.15 (Seven-Point-fifth-teen).""",Hey Google cancel the alarm for 7 4 and 15,0.5,0.4,0.55
Participant14,Corpus6,A2,6,"""Hey Google, where is my first event tomorrow?""",hey Google why is my first event tomorrow,0.125,0.125,0.234375
Participant14,Corpus6,A2,7,"""Hey Google, play Money by LISA from Spotify.""",hey Google Play money by Leisure from Spotify,0.125,0.125,0.234375
Participant14,Corpus6,A2,8,"""Hey Google, set a timer for 10 (Ten) minutes.""",hey Google set a timer for 10 minutes,0.1111111111111111,0.1111111111111111,0.11111111111111116
Participant14,Corpus6,A2,9,"""Hey Google, call the nearest coffee shop.""",hey Google call the nearest coffee shop,0.0,0.0,0.0
Participant14,Corpus6,A2,10,"""Hey Google, set an alarm for 7.15am (seven-point-fifth-teen-A.M.) tomorrow morning.""",Google set an alarm for 7:15 a.m. tomorrow morning,0.3,0.3,0.4555555555555556
Participant14,Corpus6,A2,11,"""Hey Google, set alarm for 8 AM tomorrow.""",Google set alarm for 8 a.m. tomorrow,0.125,0.125,0.125
Participant14,Corpus6,A2,12,"""Hey Google, stop the music.""",Google stop the music,0.2,0.2,0.19999999999999996
Participant14,Corpus6,A2,13,"""Hey Google, what are my reminders for this week?""",hey Google what are my reminders for this week,0.0,0.0,0.0
Participant14,Corpus6,A2,14,"""Hey Google, snooze the alarm.""",hey Google snooze alarm,0.2,0.2,0.19999999999999996
Participant14,Corpus6,A2,15,"""Hey Google, what is the time?""",hey Google what is the time,0.0,0.0,0.0
Participant14,Corpus6,A2,16,"""Hey Google, pause the music.""",hey Google pause the music,0.0,0.0,0.0
Participant14,Corpus6,A2,17,"""Hey Google, call My mom.""",hey Google call my mom,0.0,0.0,0.0
Participant14,Corpus6,A2,18,"""Hey Google, what is the traffic like on the way to work?""",hey Google what is the traffic like on the way to work,0.0,0.0,0.0
Participant14,Corpus6,A2,19,"""Hey Google, play my Evening Jazz playlist.""",hey Google play my evening Jazz playlist,0.0,0.0,0.0
Participant14,Corpus6,A2,20,"""Hey Google, is my phone connected over Bluetooth?""",hey Google is my phone connected connected over Bluetooth,0.125,0.1111111111111111,0.11111111111111116
Participant14,Corpus7,C2,1,"""Hey Google, play some hip hop.""",Hey Google play some hip hop,0.0,0.0,0.0
Participant14,Corpus7,C2,2,"""Hey Google, skip this track.""",hey Google skip this track,0.0,0.0,0.0
Participant14,Corpus7,C2,3,"""Hey Google, turn on the Bedroom Light.""",hey Google turn on the bedroom light,0.0,0.0,0.0
Participant14,Corpus7,C2,4,"""Hey Google, read Women and Power.""",table with Ree Drummond and Power,0.6666666666666666,0.6666666666666666,0.8888888888888888
Participant14,Corpus7,C2,5,"""Hey Google, call the nearest coffee shop.""",hey Google call the nearest coffee shop,0.0,0.0,0.0
Participant14,Corpus7,C2,6,"""Hey Google, How do you solve this problem?""",hey Google how do you solve this problem,0.0,0.0,0.0
Participant14,Corpus7,C2,7,"""Hey Google, how much time is left on this chapter?""",hey Google how much time is left on the Sceptre,0.2,0.2,0.3599999999999999
Participant14,Corpus7,C2,8,"""Hey Google, Bluetooth pairing.""",hey Google,0.5,0.5,0.5
Participant14,Corpus7,C2,9,"""Hey Google, flip a coin.""",Google flip a coin,0.2,0.2,0.19999999999999996
Participant14,Corpus7,C2,10,"""Hey Google, set a second timer for 30 (Thir-ty) minutes.""",hey Google set a second timer for 30 minutes,0.1,0.1,0.09999999999999998
Participant14,Corpus7,C2,11,"""Hey Google, set the thermostat to 20 (Twenty) degrees.""",hey Google set the timer set to 20 degrees,0.3333333333333333,0.3,0.3950617283950617
Participant14,Corpus7,C2,12,"""Hey Google, what is the time?""",hey Google what's the time,0.0,0.0,0.0
Participant14,Corpus7,C2,13,"""Hey Google, remember that I left the spare keys in the kitchen cupboard.""",hey Google remember that I,0.6153846153846154,0.6153846153846154,0.6153846153846154
Participant14,Corpus7,C2,14,"""Hey Google, when is Walmart open until?""",hey Google when is Walmart open until,0.0,0.0,0.0
Participant14,Corpus7,C2,15,"""Hey Google, brighten the office lamp.""",they will be back in the office lamp,0.8333333333333334,0.625,0.8125
Participant14,Corpus7,C2,16,"""Hey Google, hang up.""",-,1.0,1.0,1.0
Participant14,Corpus7,C2,17,"""Hey Google, delete my reminder to pick up my dry cleaning.""",hey Google delete my reminder to pick up my dry cleaning,0.0,0.0,0.0
Participant14,Corpus7,C2,18,"""Hey Google, call my phone.""",hey Google call my phone,0.0,0.0,0.0
Participant14,Corpus7,C2,19,"""Hey Google, broadcast 'dinner is ready'.""",hey Google broadcast,0.5,0.5,0.5
Participant14,Corpus7,C2,20,"""Hey Google, add apples to my shopping list.""",hey Google add apples to my shopping list,0.0,0.0,0.0
Participant14,Corpus8,B2,1,"""Hey Google, help me relax.""",Hey Google help me relax,0.0,0.0,0.0
Participant14,Corpus8,B2,2,"""Hey Google, sing a song.""",hey Google sing a song,0.0,0.0,0.0
Participant14,Corpus8,B2,3,"""Hey Google, read a bedtime story.""",go Google,0.8333333333333334,0.8333333333333334,0.9166666666666666
Participant14,Corpus8,B2,4,"""Hey Google, raise the temperature three degrees.""",hey Google what is the temperature 2 degrees,0.42857142857142855,0.375,0.5535714285714286
Participant14,Corpus8,B2,5,"""Hey Google, set an alarm for 7.15am (seven-point-fifth-teen-A.M.) tomorrow morning.""",Google set an alarm for 7:15 a.m. tomorrow call,0.4,0.4,0.6000000000000001
Participant14,Corpus8,B2,6,"""Hey Google, do I have any alarms set?""",do I have,0.625,0.625,0.625
Participant14,Corpus8,B2,7,"""Hey Google, play Money by LISA from Spotify.""",hey Google play my music on Spotify,0.5,0.5,0.7142857142857143
Participant14,Corpus8,B2,8,"""Hey Google, skip to the next chapter.""",Herbivore,1.0,1.0,1.0
Participant14,Corpus8,B2,9,"""Hey Google, are there any Italian restaurants around here?""",hey Google are there,0.5555555555555556,0.5555555555555556,0.5555555555555556
Participant14,Corpus8,B2,10,"""Hey Google, play some hip hop.""",hey Google play something,0.5,0.5,0.625
Participant14,Corpus8,B2,11,"""Hey Google, play some music.""",hey Google play some music,0.0,0.0,0.0
Participant14,Corpus8,B2,12,"""Hey Google, turn on all the switches.""",hello Google.,0.8571428571428571,0.8571428571428571,0.9285714285714286
Participant14,Corpus8,B2,13,"""Hey Google, what's the weather like today?""",Hey Google what's the weather like today,0.0,0.0,0.0
Participant14,Corpus8,B2,14,"""Hey Google, Bluetooth pairing.""",Google Google settings,0.75,0.75,0.9166666666666666
Participant14,Corpus8,B2,15,"""Hey Google, set the kitchen lights to 50% (Fifthy-Percent).""",who Google set the kitchen lights to 50%,0.2222222222222222,0.2222222222222222,0.3194444444444444
Participant14,Corpus8,B2,16,"""Hey Google, how much time is left on this chapter?""",hey Google how much time is left on the timer,0.2,0.2,0.3599999999999999
Participant14,Corpus8,B2,17,"""Hey Google, help.""",hello Google,0.6666666666666666,0.6666666666666666,0.8333333333333334
Participant14,Corpus8,B2,18,"""Hey Google, broadcast 'dinner is ready'.""",broadcast dinner's ready,0.5,0.5,0.625
Participant14,Corpus8,B2,19,"""Hey Google, cancel the alarm for 7.15 (Seven-Point-fifth-teen).""",-,1.0,1.0,1.0
Participant14,Corpus8,B2,20,"""Hey Google, add apples to my shopping list.""",hey Google add apples to my shopping list,0.0,0.0,0.0
Participant15,Corpus1,C1,1,"""Hey Google, read a bedtime story.""",Bedtime story,0.6666666666666666,0.6666666666666666,0.6666666666666667
Participant15,Corpus1,C1,2,"""Hey Google, did the Liverpool win yesterday?""",hey Google,0.7142857142857143,0.7142857142857143,0.7142857142857143
Participant15,Corpus1,C1,3,"""Hey Google, redi-al.""",hey Google radio,0.3333333333333333,0.3333333333333333,0.5555555555555556
Participant15,Corpus1,C1,4,"""Hey Google, call the nearest coffee shop.""",hey Google call the nearest coffee shop,0.0,0.0,0.0
Participant15,Corpus1,C1,5,"""Hey Google, stop the music.""",hey Google stop the music,0.0,0.0,0.0
Participant15,Corpus1,C1,6,"""Hey Google, broadcast 'wake everybody up'.""",hey Google wake me up everybody app,0.6666666666666666,0.5714285714285714,0.7857142857142857
Participant15,Corpus1,C1,7,"""Hey Google, dim the living room lights.""",hey Google dim the living room lights,0.0,0.0,0.0
Participant15,Corpus1,C1,8,"""Hey Google, broadcast 'dinner is ready'.""",hey Google broadcast dinner is ready,0.16666666666666666,0.16666666666666666,0.30555555555555547
Participant15,Corpus1,C1,9,"""Hey Google, turn on the Bedroom Light.""",hey Google turn on the bedroom lights,0.14285714285714285,0.14285714285714285,0.26530612244897966
Participant15,Corpus1,C1,10,"""Hey Google, broadcast 'time to leave for school'.""",hey Google broadcast,0.625,0.625,0.625
Participant15,Corpus1,C1,11,"""Hey Google, stop.""",hey Google stop,0.0,0.0,0.0
Participant15,Corpus1,C1,12,"""Hey Google, play music on all the downstairs speakers.""",hey Google play music on all downstairs speakers,0.1111111111111111,0.1111111111111111,0.11111111111111116
Participant15,Corpus1,C1,13,"""Hey Google, play some hip hop.""",hey Google play some hip hop,0.0,0.0,0.0
Participant15,Corpus1,C1,14,"""Hey Google, snooze the alarm.""",hey Google snooze alarm,0.2,0.2,0.19999999999999996
Participant15,Corpus1,C1,15,"""Hey Google, what does an elephant sound like?""",hey Google what does an elephant sound like,0.0,0.0,0.0
Participant15,Corpus1,C1,16,"""Hey Google, remember that I left the spare keys in the kitchen cupboard.""",Hey Google remember I left the staircase in the kitchen of Borg,0.38461538461538464,0.35714285714285715,0.48076923076923084
Participant15,Corpus1,C1,17,"""Hey Google, play Batman on TV.""",hey Google play Batman on TV,0.0,0.0,0.0
Participant15,Corpus1,C1,18,"""Hey Google, what is the French word for grapefruit?""",hey Google what is the French word for different,0.1111111111111111,0.1111111111111111,0.2098765432098766
Participant15,Corpus1,C1,19,"""Hey Google, help.""",hey Google,0.3333333333333333,0.3333333333333333,0.33333333333333337
Participant15,Corpus1,C1,20,"""Hey Google, what are my reminders for this week?""",what are my reminders for this week,0.2222222222222222,0.2222222222222222,0.2222222222222222
Participant15,Corpus2,D1,1,"""Hey Google, what does an elephant sound like?""",Herndon oil,1.0,1.0,1.0
Participant15,Corpus2,D1,2,"""Hey Google, remind me at 8am tomorrow to take my lunch in to work.""",hey Google remind me at 8 a.m. tomorrow to take my lock at work,0.35714285714285715,0.3333333333333333,0.4897959183673469
Participant15,Corpus2,D1,3,"""Hey Google, play some music from Spotify.""",hey Google play music from Spotify,0.14285714285714285,0.14285714285714285,0.1428571428571429
Participant15,Corpus2,D1,4,"""Hey Google, play Money by LISA from Spotify.""",hey Google play Spotify,0.5,0.5,0.5
Participant15,Corpus2,D1,5,"""Hey Google, flip a coin.""",hey Google flip a coin,0.0,0.0,0.0
Participant15,Corpus2,D1,6,"""Hey Google, read Women and Power.""",hey Google read my email,0.5,0.5,0.7
Participant15,Corpus2,D1,7,"""Hey Google, move my music to the bedroom""",Horizontal,1.0,1.0,1.0
Participant15,Corpus2,D1,8,"""Hey Google, read a bedtime story.""",hey Google read a bedtime story,0.0,0.0,0.0
Participant15,Corpus2,D1,9,"""Hey Google, Open Spotify.""",horizontal on Spotify,0.75,0.75,0.9166666666666666
Participant15,Corpus2,D1,10,"""Hey Google, raise the temperature three degrees.""",hey Google raise,0.5714285714285714,0.5714285714285714,0.5714285714285714
Participant15,Corpus2,D1,11,"""Hey Google, hang up.""",hey Google hello,0.5,0.5,0.6666666666666667
Participant15,Corpus2,D1,12,"""Hey Google, broadcast 'time to leave for school'.""",hey the number to leave for school,0.375,0.375,0.5535714285714286
Participant15,Corpus2,D1,13,"""Hey Google, brighten the office lamp.""",hey Google,0.6666666666666666,0.6666666666666666,0.6666666666666667
Participant15,Corpus2,D1,14,"""Hey Google, what is today's headlines?""",hey Google what is today's headlines,0.0,0.0,0.0
Participant15,Corpus2,D1,15,"""Hey Google, turn on the Bedroom Light.""",hey Google turn on the bedroom light,0.0,0.0,0.0
Participant15,Corpus2,D1,16,"""Hey Google, where did I put the spare keys?""",hey Google how did it go,0.6666666666666666,0.6666666666666666,0.8333333333333334
Participant15,Corpus2,D1,17,"""Hey Google, redial.""",hey Google radio,0.3333333333333333,0.3333333333333333,0.5555555555555556
Participant15,Corpus2,D1,18,"""Hey Google, are there any Italian restaurants around here?""",hey Google are there any Italian restaurants around here,0.0,0.0,0.0
Participant15,Corpus2,D1,19,"""Hey Google, call my phone.""",hey Google call my phone,0.0,0.0,0.0
Participant15,Corpus2,D1,20,"""Hey Google, do I have anything scheduled for Friday?""",hey Google do I have anything scheduled for Friday,0.0,0.0,0.0
Participant15,Corpus3,B1,1,"""Hey Google, set the thermostat to 20 (Twenty) degrees.""",Hey Google to 20 degrees,0.4444444444444444,0.4444444444444444,0.4444444444444444
Participant15,Corpus3,B1,2,"""Hey Google, broadcast 'dinner is ready'.""",her little dinner is ready,0.6666666666666666,0.6666666666666666,0.8666666666666667
Participant15,Corpus3,B1,3,"""Hey Google, set an alarm for 7.15am (seven-point-fifth-teen-A.M.) tomorrow morning.""",hey Google set an alarm for 7 a.m.,0.4,0.4,0.55
Participant15,Corpus3,B1,4,"""Hey Google, delete my reminder to pick up my dry cleaning.""",hey Google delete,0.7272727272727273,0.7272727272727273,0.7272727272727273
Participant15,Corpus3,B1,5,"""Hey Google, skip to the next chapter.""",hey Google next,0.5714285714285714,0.5714285714285714,0.5714285714285714
Participant15,Corpus3,B1,6,"""Hey Google, did the Liverpool win yesterday?""",hey Google did the Liverpool win yesterday,0.0,0.0,0.0
Participant15,Corpus3,B1,7,"""Hey Google, when is it going to rain?""",hey Google when is it going to rain,0.0,0.0,0.0
Participant15,Corpus3,B1,8,"""Hey Google, sing a song.""",hey Google sing a song,0.0,0.0,0.0
Participant15,Corpus3,B1,9,"""Hey Google, are there any Italian restaurants around here?""",Hey Google are there any Italian restaurant around here,0.1111111111111111,0.1111111111111111,0.2098765432098766
Participant15,Corpus3,B1,10,"""Hey Google, start the school day""",Cardinal Hyundai,1.0,1.0,1.0
Participant15,Corpus3,B1,11,"""Hey Google, hang up.""",hey Google hello,0.5,0.5,0.6666666666666667
Participant15,Corpus3,B1,12,"""Hey Google, help.""",hey Google help,0.0,0.0,0.0
Participant15,Corpus3,B1,13,"""Hey Google, broadcast 'wake everybody up'.""",hey Google broadcast,0.5,0.5,0.5
Participant15,Corpus3,B1,14,"""Hey Google, How do you solve this problem?""",hey Google how do you solve this problem,0.0,0.0,0.0
Participant15,Corpus3,B1,15,"""Hey Google, raise the temperature three degrees.""",hey Google where is the temperature 10 degrees,0.42857142857142855,0.375,0.5535714285714286
Participant15,Corpus3,B1,16,"""Hey Google, stop the music.""",hey Google stop the music,0.0,0.0,0.0
Participant15,Corpus3,B1,17,"""Hey Google, read a bedtime story.""",hey Google read a bedtime story,0.0,0.0,0.0
Participant15,Corpus3,B1,18,"""Hey Google, add apples to my shopping list.""",hey Google help to my shopping list,0.25,0.25,0.3571428571428572
Participant15,Corpus3,B1,19,"""Hey Google, what does an elephant sound like?""",horizontal what does an elephant sound like,0.25,0.25,0.3571428571428572
Participant15,Corpus3,B1,20,"""Hey Google, broadcast 'the football is about to start.""",hey Google,0.7777777777777778,0.7777777777777778,0.7777777777777778
Participant15,Corpus4,A1,1,"""Hey Google, stop the music.""",Hey Google stop the music,0.0,0.0,0.0
Participant15,Corpus4,A1,2,"""Hey Google, how many calories are in a Banana?""",hey Google how many calories are in a banana,0.0,0.0,0.0
Participant15,Corpus4,A1,3,"""Hey Google, play some music.""",move on some music,0.6,0.6,0.8
Participant15,Corpus4,A1,4,"""Hey Google, flip a coin.""",hey Google flip a coin,0.0,0.0,0.0
Participant15,Corpus4,A1,5,"""Hey Google, what are my reminders for this week?""",hey Google what are my reminders for this week,0.0,0.0,0.0
Participant15,Corpus4,A1,6,"""Hey Google, what's the temperature right now?""",hey Google what's the temperature right now,0.0,0.0,0.0
Participant15,Corpus4,A1,7,"""Hey Google, show me the backdoor camera.""",hey Google show me the camera,0.14285714285714285,0.14285714285714285,0.1428571428571429
Participant15,Corpus4,A1,8,"""Hey Google, set alarm for 8 AM tomorrow.""",hey Google,0.75,0.75,0.75
Participant15,Corpus4,A1,9,"""Hey Google, when is it going to rain?""",hey Google when is it going to rain,0.0,0.0,0.0
Participant15,Corpus4,A1,10,"""Hey Google, turn the living room lights to blue""",hey Google turn the living room lights to Blue,0.0,0.0,0.0
Participant15,Corpus4,A1,11,"""Hey Google, snooze the alarm.""",hey Google snooze the alarm,0.0,0.0,0.0
Participant15,Corpus4,A1,12,"""Hey Google, broadcast 'time to leave for school'.""",Google time to leave school,0.5,0.5,0.6
Participant15,Corpus4,A1,13,"""Hey Google, stop.""",-,1.0,1.0,1.0
Participant15,Corpus4,A1,14,"""Hey Google, remind me at 8am tomorrow to take my lunch in to work.""",Google remind me at 8 a.m. tomorrow to take my lunch into work,0.35714285714285715,0.3333333333333333,0.4505494505494505
Participant15,Corpus4,A1,15,"""Hey Google, play some music from Spotify.""",hey Google play some music from Spotify,0.0,0.0,0.0
Participant15,Corpus4,A1,16,"""Hey Google, add apples to my shopping list.""",hey Google add apples to my shopping list,0.0,0.0,0.0
Participant15,Corpus4,A1,17,"""Hey Google, read Women and Power.""",hey Google read women and Power,0.0,0.0,0.0
Participant15,Corpus4,A1,18,"""Hey Google, when is Walmart open until?""",hey Google when is Walmart open until,0.0,0.0,0.0
Participant15,Corpus4,A1,19,"""Hey Google, turn up the sound.""",hey Google turn up the song,0.16666666666666666,0.16666666666666666,0.30555555555555547
Participant15,Corpus4,A1,20,"""Hey Google, cancel the alarm for 7.15 (Seven-Point-fifth-teen).""",Hey Google cancel the alarm for 7:15,0.125,0.125,0.125
Participant15,Corpus5,D2,1,"""Hey Google, set an alarm for 7.15am (seven-point-fifth-teen-A.M.) tomorrow morning.""",Hi Google set an alarm for 7 a.m.,0.5,0.5,0.6875
Participant15,Corpus5,D2,2,"""Hey Google, broadcast 'the football is about to start.""",horizontal backpack,1.0,1.0,1.0
Participant15,Corpus5,D2,3,"""Hey Google, flip a coin.""",hey Google flip a coin,0.0,0.0,0.0
Participant15,Corpus5,D2,4,"""Hey Google, spell artificial intelligence.""",Horizontal,1.0,1.0,1.0
Participant15,Corpus5,D2,5,"""Hey Google, how do you make ketchup?""",hey Google how do you make ketchup,0.0,0.0,0.0
Participant15,Corpus5,D2,6,"""Hey Google, play some music from Spotify.""",hey Google play the song is this,0.5714285714285714,0.5714285714285714,0.8163265306122449
Participant15,Corpus5,D2,7,"""Hey Google, what are my reminders for this week?""",hey Google,0.7777777777777778,0.7777777777777778,0.7777777777777778
Participant15,Corpus5,D2,8,"""Hey Google, stop the music in 15 (fifth-teen) minutes.""",hey Google stop the music,0.4444444444444444,0.4444444444444444,0.4444444444444444
Participant15,Corpus5,D2,9,"""Hey Google, brighten the office lamp.""",hey Google,0.6666666666666666,0.6666666666666666,0.6666666666666667
Participant15,Corpus5,D2,10,"""Hey Google, what does an elephant sound like?""",Horizontal,1.0,1.0,1.0
Participant15,Corpus5,D2,11,"""Hey Google, lock the front door.""",hey Google,0.6666666666666666,0.6666666666666666,0.6666666666666667
Participant15,Corpus5,D2,12,"""Hey Google, read Women and Power.""",hey Google,0.6666666666666666,0.6666666666666666,0.6666666666666667
Participant15,Corpus5,D2,13,"""Hey Google, turn the living room lights to blue""",hey Google turn the living room lights to Blue,0.0,0.0,0.0
Participant15,Corpus5,D2,14,"""Hey Google, call my phone.""",horizontal call my phone,0.4,0.4,0.55
Participant15,Corpus5,D2,15,"""Hey Google, set the thermostat to 20 (Twenty) degrees.""","hey Google, step to 20 degrees",0.4444444444444444,0.4444444444444444,0.537037037037037
Participant15,Corpus5,D2,16,"""Hey Google, play my Evening Jazz playlist.""",-,1.0,1.0,1.0
Participant15,Corpus5,D2,17,"""Hey Google, did the Liverpool win yesterday?""",-,1.0,1.0,1.0
Participant15,Corpus5,D2,18,"""Hey Google, sing a song.""",Hey Google sing a song,0.0,0.0,0.0
Participant15,Corpus5,D2,19,"""Hey Google, call the nearest coffee shop.""",hi Google,0.8571428571428571,0.8571428571428571,0.9285714285714286
Participant15,Corpus5,D2,20,"""Hey Google, pause the music.""","hey Google, the music",0.2,0.2,0.19999999999999996
Participant15,Corpus6,A2,1,"""Hey Google, open the blinds.""",Open,0.8,0.8,0.8
Participant15,Corpus6,A2,2,"""Hey Google, play some music from Spotify.""",the song spoti,1.0,1.0,1.0
Participant15,Corpus6,A2,3,"""Hey Google, add apples to my shopping list.""",hey Google add Snapple to my shopping list,0.125,0.125,0.234375
Participant15,Corpus6,A2,4,"""Hey Google, what does my day look like?""",hey Google what does my day look like,0.0,0.0,0.0
Participant15,Corpus6,A2,5,"""Hey Google, cancel the alarm for 7.15 (Seven-Point-fifth-teen).""",Google cancel the alarm for 7:40 with 10,0.5,0.4444444444444444,0.609375
Participant15,Corpus6,A2,6,"""Hey Google, where is my first event tomorrow?""",hey Google what is my first event tomorrow,0.125,0.125,0.234375
Participant15,Corpus6,A2,7,"""Hey Google, play Money by LISA from Spotify.""",hey Google Play money by Lisa from Spotify,0.0,0.0,0.0
Participant15,Corpus6,A2,8,"""Hey Google, set a timer for 10 (Ten) minutes.""",hey Google set a timer for 10 minutes,0.1111111111111111,0.1111111111111111,0.11111111111111116
Participant15,Corpus6,A2,9,"""Hey Google, call the nearest coffee shop.""",hey Google call the nearest coffee shop,0.0,0.0,0.0
Participant15,Corpus6,A2,10,"""Hey Google, set an alarm for 7.15am (seven-point-fifth-teen-A.M.) tomorrow morning.""",hey Google set alarm for 7:15 a.m. tomorrow morning,0.3,0.3,0.4555555555555556
Participant15,Corpus6,A2,11,"""Hey Google, set alarm for 8 AM tomorrow.""",hey Google set alarm for 8 a.m. tomorrow,0.0,0.0,0.0
Participant15,Corpus6,A2,12,"""Hey Google, stop the music.""",hey Google stop the music,0.0,0.0,0.0
Participant15,Corpus6,A2,13,"""Hey Google, what are my reminders for this week?""",hey Google hey Google what are my reminders for this week,0.2222222222222222,0.18181818181818182,0.18181818181818177
Participant15,Corpus6,A2,14,"""Hey Google, snooze the alarm.""",hey Google snooze alarm,0.2,0.2,0.19999999999999996
Participant15,Corpus6,A2,15,"""Hey Google, what is the time?""",hey Google what is the time,0.0,0.0,0.0
Participant15,Corpus6,A2,16,"""Hey Google, pause the music.""",hey Google how's the music,0.4,0.3333333333333333,0.4666666666666667
Participant15,Corpus6,A2,17,"""Hey Google, call My mom.""",hey Google call my mom,0.0,0.0,0.0
Participant15,Corpus6,A2,18,"""Hey Google, what is the traffic like on the way to work?""",hey Google what is the traffic like on the way to work,0.0,0.0,0.0
Participant15,Corpus6,A2,19,"""Hey Google, play my Evening Jazz playlist.""",hey Google play my evening Jazz playlist,0.0,0.0,0.0
Participant15,Corpus6,A2,20,"""Hey Google, is my phone connected over Bluetooth?""",hey Google is my phone connected over Bluetooth,0.0,0.0,0.0
Participant15,Corpus7,C2,1,"""Hey Google, play some hip hop.""",Hey Google,0.6666666666666666,0.6666666666666666,0.6666666666666667
Participant15,Corpus7,C2,2,"""Hey Google, skip this track.""",hey Google skip this track,0.0,0.0,0.0
Participant15,Corpus7,C2,3,"""Hey Google, turn on the Bedroom Light.""",hey Google turn on the bedroom light,0.0,0.0,0.0
Participant15,Corpus7,C2,4,"""Hey Google, read Women and Power.""",hey Google what do you mean and color,0.8333333333333334,0.625,0.8125
Participant15,Corpus7,C2,5,"""Hey Google, call the nearest coffee shop.""",Google call the nearest coffee shop,0.14285714285714285,0.14285714285714285,0.1428571428571429
Participant15,Corpus7,C2,6,"""Hey Google, How do you solve this problem?""",hey Google how do you solve this problem,0.0,0.0,0.0
Participant15,Corpus7,C2,7,"""Hey Google, how much time is left on this chapter?""",hey Google how much time is left on this chapter,0.0,0.0,0.0
Participant15,Corpus7,C2,8,"""Hey Google, Bluetooth pairing.""",hey Google Bluetooth pairing,0.0,0.0,0.0
Participant15,Corpus7,C2,9,"""Hey Google, flip a coin.""",hey Google flip a coin,0.0,0.0,0.0
Participant15,Corpus7,C2,10,"""Hey Google, set a second timer for 30 (Thir-ty) minutes.""",hey Google set a second timer for 30 minutes,0.1,0.1,0.09999999999999998
Participant15,Corpus7,C2,11,"""Hey Google, set the thermostat to 20 (Twenty) degrees.""","hey Google, set a to 20 degrees",0.3333333333333333,0.3333333333333333,0.4285714285714286
Participant15,Corpus7,C2,12,"""Hey Google, what is the time?""",hey Google what is the time,0.0,0.0,0.0
Participant15,Corpus7,C2,13,"""Hey Google, remember that I left the spare keys in the kitchen cupboard.""",hey Google remember this I left the spare fuse in the kitchen cupboard,0.15384615384615385,0.15384615384615385,0.28402366863905326
Participant15,Corpus7,C2,14,"""Hey Google, when is Walmart open until?""",hey Google when is Walmart open until,0.0,0.0,0.0
Participant15,Corpus7,C2,15,"""Hey Google, brighten the office lamp.""",hey Google brighten the office lamp,0.0,0.0,0.0
Participant15,Corpus7,C2,16,"""Hey Google, hang up.""",hey Google hang up,0.0,0.0,0.0
Participant15,Corpus7,C2,17,"""Hey Google, delete my reminder to pick up my dry cleaning.""",Hey Google delete my reminder to pick up my dry cleaning,0.0,0.0,0.0
Participant15,Corpus7,C2,18,"""Hey Google, call my phone.""",hey Google call my phone,0.0,0.0,0.0
Participant15,Corpus7,C2,19,"""Hey Google, broadcast 'dinner is ready'.""",hey Google broadcast dinner is ready,0.16666666666666666,0.16666666666666666,0.30555555555555547
Participant15,Corpus7,C2,20,"""Hey Google, add apples to my shopping list.""",hey Google add apples to my shopping list,0.0,0.0,0.0
Participant15,Corpus8,B2,1,"""Hey Google, help me relax.""",How to play,1.0,1.0,1.0
Participant15,Corpus8,B2,2,"""Hey Google, sing a song.""",Hey Google sing a song,0.0,0.0,0.0
Participant15,Corpus8,B2,3,"""Hey Google, read a bedtime story.""",Hey Google bedtime story,0.3333333333333333,0.3333333333333333,0.33333333333333337
Participant15,Corpus8,B2,4,"""Hey Google, raise the temperature three degrees.""",horizontal,1.0,1.0,1.0
Participant15,Corpus8,B2,5,"""Hey Google, set an alarm for 7.15am (seven-point-fifth-teen-A.M.) tomorrow morning.""",hey Google hello,0.8,0.8,0.8666666666666667
Participant15,Corpus8,B2,6,"""Hey Google, do I have any alarms set?""",hey Google do I have any alarm set,0.125,0.125,0.234375
Participant15,Corpus8,B2,7,"""Hey Google, play Money by LISA from Spotify.""",hey Google Play honey Melissa from Spotify,0.375,0.375,0.5535714285714286
Participant15,Corpus8,B2,8,"""Hey Google, skip to the next chapter.""",hey Google next,0.5714285714285714,0.5714285714285714,0.5714285714285714
Participant15,Corpus8,B2,9,"""Hey Google, are there any Italian restaurants around here?""",hey Google are there any Italian restaurant around here,0.1111111111111111,0.1111111111111111,0.2098765432098766
Participant15,Corpus8,B2,10,"""Hey Google, play some hip hop.""",hey Google play some hip hop,0.0,0.0,0.0
